province;red;green;blue;x;x
# 11647;15;17;244;;x
# 11648;16;17;248;;x
# 11649;17;17;232;;x
# 11650;18;17;236;;x
# 11651;19;17;240;;x
# 11652;20;17;244;;x
# 11653;21;17;248;;x
# 11654;22;17;232;;x
# 11655;23;17;236;;x
# 11656;24;17;240;;x
# 11657;25;17;244;;x
# 11658;26;17;248;;x
# 11659;27;17;232;;x
# 11660;28;17;236;;x
# 11661;29;17;240;;x
# 11662;30;17;244;;x
# 11663;31;17;248;;x
# 11664;32;17;232;;x
# 11665;33;17;236;;x
# 11666;34;17;240;;x
# 11667;35;17;244;;x
# 11668;36;17;248;;x
# 11669;37;17;232;;x
# 11670;38;17;236;;x
# 11671;39;17;240;;x
# 11672;40;17;244;;x
# 11673;41;17;248;;x
# 11674;42;17;232;;x
# 11675;43;17;236;;x
# 11676;44;17;240;;x
# 11677;45;17;244;;x
# 11678;46;17;248;;x
# 11679;47;17;232;;x
# 11680;48;17;236;;x
# 11681;49;17;240;;x
# 11682;50;17;244;;x
# 11683;51;17;248;;x
# 11684;52;17;232;;x
# 11685;53;17;236;;x
# 11686;54;17;240;;x
# 11687;55;17;244;;x
# 11688;56;17;248;;x
# 11689;57;17;232;;x
# 11690;58;17;236;;x
# 11691;59;17;240;;x
# 11692;60;17;244;;x
# 11693;61;17;248;;x
# 11694;62;17;232;;x
# 11695;63;17;236;;x
# 11696;64;17;240;;x
# 11697;65;17;244;;x
# 11698;66;17;248;;x
# 11699;67;17;232;;x
# 11700;68;17;236;;x
# 11701;69;17;240;;x
# 11702;70;17;244;;x
# 11703;71;17;248;;x
# 11704;72;17;232;;x
# 11705;73;17;236;;x
# 11706;74;17;240;;x
# 11707;75;17;244;;x
# 11708;76;17;248;;x
# 11709;77;17;232;;x
# 11710;78;17;236;;x
# 11711;79;17;240;;x
# 11712;80;17;244;;x
# 11713;81;17;248;;x
# 11714;82;17;232;;x
# 11715;83;17;236;;x
# 11716;84;17;240;;x
# 11717;85;17;244;;x
# 11718;86;17;248;;x
# 11719;87;17;232;;x
# 11720;88;17;236;;x
# 11721;89;17;240;;x
# 11722;90;17;244;;x
# 11723;91;17;248;;x
# 11724;92;17;232;;x
# 11725;93;17;236;;x
# 11726;94;17;240;;x
# 11727;95;17;244;;x
# 11728;96;17;248;;x
# 11729;97;18;232;;x
# 11730;98;18;236;;x
# 11731;99;18;240;;x
# 11732;100;18;244;;x
# 11733;101;18;248;;x
# 11734;102;18;232;;x
# 11735;103;18;236;;x
# 11736;104;18;240;;x
# 11737;105;18;244;;x
# 11738;106;18;248;;x
# 11739;107;18;232;;x
# 11740;108;18;236;;x
# 11741;109;18;240;;x
# 11742;110;18;244;;x
# 11743;111;18;248;;x
# 11744;112;18;232;;x
# 11745;113;18;236;;x
# 11746;114;18;240;;x
# 11747;115;18;244;;x
# 11748;116;18;248;;x
# 11749;117;18;232;;x
# 11750;118;18;236;;x
# 11751;119;18;240;;x
# 11752;120;18;244;;x
# 11753;121;18;248;;x
# 11754;122;18;232;;x
# 11755;123;18;236;;x
# 11756;124;18;240;;x
# 11757;125;18;244;;x
# 11758;126;18;248;;x
# 11759;0;18;232;;x
# 11760;1;18;236;;x
# 11761;2;18;240;;x
# 11762;3;18;244;;x
# 11763;4;18;248;;x
# 11764;5;18;232;;x
# 11765;6;18;236;;x
# 11766;7;18;240;;x
# 11767;8;18;244;;x
# 11768;9;18;248;;x
# 11769;10;18;232;;x
# 11770;11;18;236;;x
# 11771;12;18;240;;x
# 11772;13;18;244;;x
# 11773;14;18;248;;x
# 11774;15;18;232;;x
# 11775;16;18;236;;x
# 11776;17;18;240;;x
# 11777;18;18;244;;x
# 11778;19;18;248;;x
# 11779;20;18;232;;x
# 11780;21;18;236;;x
# 11781;22;18;240;;x
# 11782;23;18;244;;x
# 11783;24;18;248;;x
# 11784;25;18;232;;x
# 11785;26;18;236;;x
# 11786;27;18;240;;x
# 11787;28;18;244;;x
# 11788;29;18;248;;x
# 11789;30;18;232;;x
# 11790;31;18;236;;x
# 11791;32;18;240;;x
# 11792;33;18;244;;x
# 11793;34;18;248;;x
# 11794;35;18;232;;x
# 11795;36;18;236;;x
# 11796;37;18;240;;x
# 11797;38;18;244;;x
# 11798;39;18;248;;x
# 11799;40;18;232;;x
# 11800;41;18;236;;x
# 11801;42;18;240;;x
# 11802;43;18;244;;x
# 11803;44;18;248;;x
# 11804;45;18;232;;x
# 11805;46;18;236;;x
# 11806;47;18;240;;x
# 11807;48;18;244;;x
# 11808;49;18;248;;x
# 11809;50;18;232;;x
# 11810;51;18;236;;x
# 11811;52;18;240;;x
# 11812;53;18;244;;x
# 11813;54;18;248;;x
# 11814;55;18;232;;x
# 11815;56;18;236;;x
# 11816;57;18;240;;x
# 11817;58;18;244;;x
# 11818;59;18;248;;x
# 11819;60;18;232;;x
# 11820;61;18;236;;x
# 11821;62;18;240;;x
# 11822;63;18;244;;x
# 11823;64;18;248;;x
# 11824;65;18;232;;x
# 11825;66;18;236;;x
# 11826;67;18;240;;x
# 11827;68;18;244;;x
# 11828;69;18;248;;x
# 11829;70;19;232;;x
# 11830;71;19;236;;x
# 11831;72;19;240;;x
# 11832;73;19;244;;x
# 11833;74;19;248;;x
# 11834;75;19;232;;x
# 11835;76;19;236;;x
# 11836;77;19;240;;x
# 11837;78;19;244;;x
# 11838;79;19;248;;x
# 11839;80;19;232;;x
# 11840;81;19;236;;x
# 11841;82;19;240;;x
# 11842;83;19;244;;x
# 11843;84;19;248;;x
# 11844;85;19;232;;x
# 11845;86;19;236;;x
# 11846;87;19;240;;x
# 11847;88;19;244;;x
# 11848;89;19;248;;x
# 11849;90;19;232;;x
# 11850;91;19;236;;x
# 11851;92;19;240;;x
# 11852;93;19;244;;x
# 11853;94;19;248;;x
# 11854;95;19;232;;x
# 11855;96;19;236;;x
# 11856;97;19;240;;x
# 11857;98;19;244;;x
# 11858;99;19;248;;x
# 11859;100;19;232;;x
# 11860;101;19;236;;x
# 11861;102;19;240;;x
# 11862;103;19;244;;x
# 11863;104;19;248;;x
# 11864;105;19;232;;x
# 11865;106;19;236;;x
# 11866;107;19;240;;x
# 11867;108;19;244;;x
# 11868;109;19;248;;x
# 11869;110;19;232;;x
# 11870;111;19;236;;x
# 11871;112;19;240;;x
# 11872;113;19;244;;x
# 11873;114;19;248;;x
# 11874;115;19;232;;x
# 11875;116;19;236;;x
# 11876;117;19;240;;x
# 11877;118;19;244;;x
# 11878;119;19;248;;x
# 11879;120;19;232;;x
# 11880;121;19;236;;x
# 11881;122;19;240;;x
# 11882;123;19;244;;x
# 11883;124;19;248;;x
# 11884;125;19;232;;x
# 11885;126;19;236;;x
# 11886;0;19;240;;x
# 11887;1;19;244;;x
# 11888;2;19;248;;x
# 11889;3;19;232;;x
# 11890;4;19;236;;x
# 11891;5;19;240;;x
# 11892;6;19;244;;x
# 11893;7;19;248;;x
# 11894;8;19;232;;x
# 11895;9;19;236;;x
# 11896;10;19;240;;x
# 11897;11;19;244;;x
# 11898;12;19;248;;x
# 11899;13;19;232;;x
# 11900;14;19;236;;x
# 11901;15;19;240;;x
# 11902;16;19;244;;x
# 11903;17;19;248;;x
# 11904;18;19;232;;x
# 11905;19;19;236;;x
# 11906;20;19;240;;x
# 11907;21;19;244;;x
# 11908;22;19;248;;x
# 11909;23;19;232;;x
# 11910;24;19;236;;x
# 11911;25;19;240;;x
# 11912;26;19;244;;x
# 11913;27;19;248;;x
# 11914;28;19;232;;x
# 11915;29;19;236;;x
# 11916;30;19;240;;x
# 11917;31;19;244;;x
# 11918;32;19;248;;x
# 11919;33;19;232;;x
# 11920;34;19;236;;x
# 11921;35;19;240;;x
# 11922;36;19;244;;x
# 11923;37;19;248;;x
# 11924;38;19;232;;x
# 11925;39;19;236;;x
# 11926;40;19;240;;x
# 11927;41;19;244;;x
# 11928;42;19;248;;x
# 11929;43;20;232;;x
# 11930;44;20;236;;x
# 11931;45;20;240;;x
# 11932;46;20;244;;x
# 11933;47;20;248;;x
# 11934;48;20;232;;x
# 11935;49;20;236;;x
# 11936;50;20;240;;x
# 11937;51;20;244;;x
# 11938;52;20;248;;x
# 11939;53;20;232;;x
# 11940;54;20;236;;x
# 11941;55;20;240;;x
# 11942;56;20;244;;x
# 11943;57;20;248;;x
# 11944;58;20;232;;x
# 11945;59;20;236;;x
# 11946;60;20;240;;x
# 11947;61;20;244;;x
# 11948;62;20;248;;x
# 11949;63;20;232;;x
# 11950;64;20;236;;x
# 11951;65;20;240;;x
# 11952;66;20;244;;x
# 11953;67;20;248;;x
# 11954;68;20;232;;x
# 11955;69;20;236;;x
# 11956;70;20;240;;x
# 11957;71;20;244;;x
# 11958;72;20;248;;x
# 11959;73;20;232;;x
# 11960;74;20;236;;x
# 11961;75;20;240;;x
# 11962;76;20;244;;x
# 11963;77;20;248;;x
# 11964;78;20;232;;x
# 11965;79;20;236;;x
# 11966;80;20;240;;x
# 11967;81;20;244;;x
# 11968;82;20;248;;x
# 11969;83;20;232;;x
# 11970;84;20;236;;x
# 11971;85;20;240;;x
# 11972;86;20;244;;x
# 11973;87;20;248;;x
# 11974;88;20;232;;x
# 11975;89;20;236;;x
# 11976;90;20;240;;x
# 11977;91;20;244;;x
# 11978;92;20;248;;x
# 11979;93;20;232;;x
# 11980;94;20;236;;x
# 11981;95;20;240;;x
# 11982;96;20;244;;x
# 11983;97;20;248;;x
# 11984;98;20;232;;x
# 11985;99;20;236;;x
# 11986;100;20;240;;x
# 11987;101;20;244;;x
# 11988;102;20;248;;x
# 11989;103;20;232;;x
# 11990;104;20;236;;x
# 11991;105;20;240;;x
# 11992;106;20;244;;x
# 11993;107;20;248;;x
# 11994;108;20;232;;x
# 11995;109;20;236;;x
# 11996;110;20;240;;x
# 11997;111;20;244;;x
# 11998;112;20;248;;x
# 11999;113;20;232;;x
# 12000;114;20;236;;x
# 12001;115;20;240;;x
# 12002;116;20;244;;x
# 12003;117;20;248;;x
# 12004;118;20;232;;x
# 12005;119;20;236;;x
# 12006;120;20;240;;x
# 12007;121;20;244;;x
# 12008;122;20;248;;x
# 12009;123;20;232;;x
# 12010;124;20;236;;x
# 12011;125;20;240;;x
# 12012;126;20;244;;x
# 12013;0;20;248;;x
# 12014;1;20;232;;x
# 12015;2;20;236;;x
# 12016;3;20;240;;x
# 12017;4;20;244;;x
# 12018;5;20;248;;x
# 12019;6;20;232;;x
# 12020;7;20;236;;x
# 12021;8;20;240;;x
# 12022;9;20;244;;x
# 12023;10;20;248;;x
# 12024;11;20;232;;x
# 12025;12;20;236;;x
# 12026;13;20;240;;x
# 12027;14;20;244;;x
# 12028;15;20;248;;x
# 12029;16;21;232;;x
# 12030;17;21;236;;x
# 12031;18;21;240;;x
# 12032;19;21;244;;x
# 12033;20;21;248;;x
# 12034;21;21;232;;x
# 12035;22;21;236;;x
# 12036;23;21;240;;x
# 12037;24;21;244;;x
# 12038;25;21;248;;x
# 12039;26;21;232;;x
# 12040;27;21;236;;x
# 12041;28;21;240;;x
# 12042;29;21;244;;x
# 12043;30;21;248;;x
# 12044;31;21;232;;x
# 12045;32;21;236;;x
# 12046;33;21;240;;x
# 12047;34;21;244;;x
# 12048;35;21;248;;x
# 12049;36;21;232;;x
# 12050;37;21;236;;x
# 12051;38;21;240;;x
# 12052;39;21;244;;x
# 12053;40;21;248;;x
# 12054;41;21;232;;x
# 12055;42;21;236;;x
# 12056;43;21;240;;x
# 12057;44;21;244;;x
# 12058;45;21;248;;x
# 12059;46;21;232;;x
# 12060;47;21;236;;x
# 12061;48;21;240;;x
# 12062;49;21;244;;x
# 12063;50;21;248;;x
# 12064;51;21;232;;x
# 12065;52;21;236;;x
# 12066;53;21;240;;x
# 12067;54;21;244;;x
# 12068;55;21;248;;x
# 12069;56;21;232;;x
# 12070;57;21;236;;x
# 12071;58;21;240;;x
# 12072;59;21;244;;x
# 12073;60;21;248;;x
# 12074;61;21;232;;x
# 12075;62;21;236;;x
# 12076;63;21;240;;x
# 12077;64;21;244;;x
# 12078;65;21;248;;x
# 12079;66;21;232;;x
# 12080;67;21;236;;x
# 12081;68;21;240;;x
# 12082;69;21;244;;x
# 12083;70;21;248;;x
# 12084;71;21;232;;x
# 12085;72;21;236;;x
# 12086;73;21;240;;x
# 12087;74;21;244;;x
# 12088;75;21;248;;x
# 12089;76;21;232;;x
# 12090;77;21;236;;x
# 12091;78;21;240;;x
# 12092;79;21;244;;x
# 12093;80;21;248;;x
# 12094;81;21;232;;x
# 12095;82;21;236;;x
# 12096;83;21;240;;x
# 12097;84;21;244;;x
# 12098;85;21;248;;x
# 12099;86;21;232;;x
# 12100;87;21;236;;x
# 12101;88;21;240;;x
# 12102;89;21;244;;x
# 12103;90;21;248;;x
# 12104;91;21;232;;x
# 12105;92;21;236;;x
# 12106;93;21;240;;x
# 12107;94;21;244;;x
# 12108;95;21;248;;x
# 12109;96;21;232;;x
# 12110;97;21;236;;x
# 12111;98;21;240;;x
# 12112;99;21;244;;x
# 12113;100;21;248;;x
# 12114;101;21;232;;x
# 12115;102;21;236;;x
# 12116;103;21;240;;x
# 12117;104;21;244;;x
# 12118;105;21;248;;x
# 12119;106;21;232;;x
# 12120;107;21;236;;x
# 12121;108;21;240;;x
# 12122;109;21;244;;x
# 12123;110;21;248;;x
# 12124;111;21;232;;x
# 12125;112;21;236;;x
# 12126;113;21;240;;x
# 12127;114;21;244;;x
# 12128;115;21;248;;x
# 12129;116;22;232;;x
# 12130;117;22;236;;x
# 12131;118;22;240;;x
# 12132;119;22;244;;x
# 12133;120;22;248;;x
# 12134;121;22;232;;x
# 12135;122;22;236;;x
# 12136;123;22;240;;x
# 12137;124;22;244;;x
# 12138;125;22;248;;x
# 12139;126;22;232;;x
# 12140;0;22;236;;x
# 12141;1;22;240;;x
# 12142;2;22;244;;x
# 12143;3;22;248;;x
# 12144;4;22;232;;x
# 12145;5;22;236;;x
# 12146;6;22;240;;x
# 12147;7;22;244;;x
# 12148;8;22;248;;x
# 12149;9;22;232;;x
# 12150;10;22;236;;x
# 12151;11;22;240;;x
# 12152;12;22;244;;x
# 12153;13;22;248;;x
# 12154;14;22;232;;x
# 12155;15;22;236;;x
# 12156;16;22;240;;x
# 12157;17;22;244;;x
# 12158;18;22;248;;x
# 12159;19;22;232;;x
# 12160;20;22;236;;x
# 12161;21;22;240;;x
# 12162;22;22;244;;x
# 12163;23;22;248;;x
# 12164;24;22;232;;x
# 12165;25;22;236;;x
# 12166;26;22;240;;x
# 12167;27;22;244;;x
# 12168;28;22;248;;x
# 12169;29;22;232;;x
# 12170;30;22;236;;x
# 12171;31;22;240;;x
# 12172;32;22;244;;x
# 12173;33;22;248;;x
# 12174;34;22;232;;x
# 12175;35;22;236;;x
# 12176;36;22;240;;x
# 12177;37;22;244;;x
# 12178;38;22;248;;x
# 12179;39;22;232;;x
# 12180;40;22;236;;x
# 12181;41;22;240;;x
# 12182;42;22;244;;x
# 12183;43;22;248;;x
# 12184;44;22;232;;x
# 12185;45;22;236;;x
# 12186;46;22;240;;x
# 12187;47;22;244;;x
# 12188;48;22;248;;x
# 12189;49;22;232;;x
# 12190;50;22;236;;x
# 12191;51;22;240;;x
# 12192;52;22;244;;x
# 12193;53;22;248;;x
# 12194;54;22;232;;x
# 12195;55;22;236;;x
# 12196;56;22;240;;x
# 12197;57;22;244;;x
# 12198;58;22;248;;x
# 12199;59;22;232;;x
# 12200;60;22;236;;x
# 12201;61;22;240;;x
# 12202;62;22;244;;x
# 12203;63;22;248;;x
# 12204;64;22;232;;x
# 12205;65;22;236;;x
# 12206;66;22;240;;x
# 12207;67;22;244;;x
# 12208;68;22;248;;x
# 12209;69;22;232;;x
# 12210;70;22;236;;x
# 12211;71;22;240;;x
# 12212;72;22;244;;x
# 12213;73;22;248;;x
# 12214;74;22;232;;x
# 12215;75;22;236;;x
# 12216;76;22;240;;x
# 12217;77;22;244;;x
# 12218;78;22;248;;x
# 12219;79;22;232;;x
# 12220;80;22;236;;x
# 12221;81;22;240;;x
# 12222;82;22;244;;x
# 12223;83;22;248;;x
# 12224;84;22;232;;x
# 12225;85;22;236;;x
# 12226;86;22;240;;x
# 12227;87;22;244;;x
# 12228;88;22;248;;x
# 12229;89;23;232;;x
# 12230;90;23;236;;x
# 12231;91;23;240;;x
# 12232;92;23;244;;x
# 12233;93;23;248;;x
# 12234;94;23;232;;x
# 12235;95;23;236;;x
# 12236;96;23;240;;x
# 12237;97;23;244;;x
# 12238;98;23;248;;x
# 12239;99;23;232;;x
# 12240;100;23;236;;x
# 12241;101;23;240;;x
# 12242;102;23;244;;x
# 12243;103;23;248;;x
# 12244;104;23;232;;x
# 12245;105;23;236;;x
# 12246;106;23;240;;x
# 12247;107;23;244;;x
# 12248;108;23;248;;x
# 12249;109;23;232;;x
# 12250;110;23;236;;x
# 12251;111;23;240;;x
# 12252;112;23;244;;x
# 12253;113;23;248;;x
# 12254;114;23;232;;x
# 12255;115;23;236;;x
# 12256;116;23;240;;x
# 12257;117;23;244;;x
# 12258;118;23;248;;x
# 12259;119;23;232;;x
# 12260;120;23;236;;x
# 12261;121;23;240;;x
# 12262;122;23;244;;x
# 12263;123;23;248;;x
# 12264;124;23;232;;x
# 12265;125;23;236;;x
# 12266;126;23;240;;x
# 12267;0;23;244;;x
# 12268;1;23;248;;x
# 12269;2;23;232;;x
# 12270;3;23;236;;x
# 12271;4;23;240;;x
# 12272;5;23;244;;x
# 12273;6;23;248;;x
# 12274;7;23;232;;x
# 12275;8;23;236;;x
# 12276;9;23;240;;x
# 12277;10;23;244;;x
# 12278;11;23;248;;x
# 12279;12;23;232;;x
# 12280;13;23;236;;x
# 12281;14;23;240;;x
# 12282;15;23;244;;x
# 12283;16;23;248;;x
# 12284;17;23;232;;x
# 12285;18;23;236;;x
# 12286;19;23;240;;x
# 12287;20;23;244;;x
# 12288;21;23;248;;x
# 12289;22;23;232;;x
# 12290;23;23;236;;x
# 12291;24;23;240;;x
# 12292;25;23;244;;x
# 12293;26;23;248;;x
# 12294;27;23;232;;x
# 12295;28;23;236;;x
# 12296;29;23;240;;x
# 12297;30;23;244;;x
# 12298;31;23;248;;x
# 12299;32;23;232;;x
# 12300;33;23;236;;x
# 12301;34;23;240;;x
# 12302;35;23;244;;x
# 12303;36;23;248;;x
# 12304;37;23;232;;x
# 12305;38;23;236;;x
# 12306;39;23;240;;x
# 12307;40;23;244;;x
# 12308;41;23;248;;x
# 12309;42;23;232;;x
# 12310;43;23;236;;x
# 12311;44;23;240;;x
# 12312;45;23;244;;x
# 12313;46;23;248;;x
# 12314;47;23;232;;x
# 12315;48;23;236;;x
# 12316;49;23;240;;x
# 12317;50;23;244;;x
# 12318;51;23;248;;x
# 12319;52;23;232;;x
# 12320;53;23;236;;x
# 12321;54;23;240;;x
# 12322;55;23;244;;x
# 12323;56;23;248;;x
# 12324;57;23;232;;x
# 12325;58;23;236;;x
# 12326;59;23;240;;x
# 12327;60;23;244;;x
# 12328;61;23;248;;x
# 12329;62;24;232;;x
# 12330;63;24;236;;x
# 12331;64;24;240;;x
# 12332;65;24;244;;x
# 12333;66;24;248;;x
# 12334;67;24;232;;x
# 12335;68;24;236;;x
# 12336;69;24;240;;x
# 12337;70;24;244;;x
# 12338;71;24;248;;x
# 12339;72;24;232;;x
# 12340;73;24;236;;x
# 12341;74;24;240;;x
# 12342;75;24;244;;x
# 12343;76;24;248;;x
# 12344;77;24;232;;x
# 12345;78;24;236;;x
# 12346;79;24;240;;x
# 12347;80;24;244;;x
# 12348;81;24;248;;x
# 12349;82;24;232;;x
# 12350;83;24;236;;x
# 12351;84;24;240;;x
# 12352;85;24;244;;x
# 12353;86;24;248;;x
# 12354;87;24;232;;x
# 12355;88;24;236;;x
# 12356;89;24;240;;x
# 12357;90;24;244;;x
# 12358;91;24;248;;x
# 12359;92;24;232;;x
# 12360;93;24;236;;x
# 12361;94;24;240;;x
# 12362;95;24;244;;x
# 12363;96;24;248;;x
# 12364;97;24;232;;x
# 12365;98;24;236;;x
# 12366;99;24;240;;x
# 12367;100;24;244;;x
# 12368;101;24;248;;x
# 12369;102;24;232;;x
# 12370;103;24;236;;x
# 12371;104;24;240;;x
# 12372;105;24;244;;x
# 12373;106;24;248;;x
# 12374;107;24;232;;x
# 12375;108;24;236;;x
# 12376;109;24;240;;x
# 12377;110;24;244;;x
# 12378;111;24;248;;x
# 12379;112;24;232;;x
# 12380;113;24;236;;x
# 12381;114;24;240;;x
# 12382;115;24;244;;x
# 12383;116;24;248;;x
# 12384;117;24;232;;x
# 12385;118;24;236;;x
# 12386;119;24;240;;x
# 12387;120;24;244;;x
# 12388;121;24;248;;x
# 12389;122;24;232;;x
# 12390;123;24;236;;x
# 12391;124;24;240;;x
# 12392;125;24;244;;x
# 12393;126;24;248;;x
# 12394;0;24;232;;x
# 12395;1;24;236;;x
# 12396;2;24;240;;x
# 12397;3;24;244;;x
# 12398;4;24;248;;x
# 12399;5;24;232;;x
# 12400;6;24;236;;x
# 12401;7;24;240;;x
# 12402;8;24;244;;x
# 12403;9;24;248;;x
# 12404;10;24;232;;x
# 12405;11;24;236;;x
# 12406;12;24;240;;x
# 12407;13;24;244;;x
# 12408;14;24;248;;x
# 12409;15;24;232;;x
# 12410;16;24;236;;x
# 12411;17;24;240;;x
# 12412;18;24;244;;x
# 12413;19;24;248;;x
# 12414;20;24;232;;x
# 12415;21;24;236;;x
# 12416;22;24;240;;x
# 12417;23;24;244;;x
# 12418;24;24;248;;x
# 12419;25;24;232;;x
# 12420;26;24;236;;x
# 12421;27;24;240;;x
# 12422;28;24;244;;x
# 12423;29;24;248;;x
# 12424;30;24;232;;x
# 12425;31;24;236;;x
# 12426;32;24;240;;x
# 12427;33;24;244;;x
# 12428;34;24;248;;x
# 12429;35;25;232;;x
# 12430;36;25;236;;x
# 12431;37;25;240;;x
# 12432;38;25;244;;x
# 12433;39;25;248;;x
# 12434;40;25;232;;x
# 12435;41;25;236;;x
# 12436;42;25;240;;x
# 12437;43;25;244;;x
# 12438;44;25;248;;x
# 12439;45;25;232;;x
# 12440;46;25;236;;x
# 12441;47;25;240;;x
# 12442;48;25;244;;x
# 12443;49;25;248;;x
# 12444;50;25;232;;x
# 12445;51;25;236;;x
# 12446;52;25;240;;x
# 12447;53;25;244;;x
# 12448;54;25;248;;x
# 12449;55;25;232;;x
# 12450;56;25;236;;x
# 12451;57;25;240;;x
# 12452;58;25;244;;x
# 12453;59;25;248;;x
# 12454;60;25;232;;x
# 12455;61;25;236;;x
# 12456;62;25;240;;x
# 12457;63;25;244;;x
# 12458;64;25;248;;x
# 12459;65;25;232;;x
# 12460;66;25;236;;x
# 12461;67;25;240;;x
# 12462;68;25;244;;x
# 12463;69;25;248;;x
# 12464;70;25;232;;x
# 12465;71;25;236;;x
# 12466;72;25;240;;x
# 12467;73;25;244;;x
# 12468;74;25;248;;x
# 12469;75;25;232;;x
# 12470;76;25;236;;x
# 12471;77;25;240;;x
# 12472;78;25;244;;x
# 12473;79;25;248;;x
# 12474;80;25;232;;x
# 12475;81;25;236;;x
# 12476;82;25;240;;x
# 12477;83;25;244;;x
# 12478;84;25;248;;x
# 12479;85;25;232;;x
# 12480;86;25;236;;x
# 12481;87;25;240;;x
# 12482;88;25;244;;x
# 12483;89;25;248;;x
# 12484;90;25;232;;x
# 12485;91;25;236;;x
# 12486;92;25;240;;x
# 12487;93;25;244;;x
# 12488;94;25;248;;x
# 12489;95;25;232;;x
# 12490;96;25;236;;x
# 12491;97;25;240;;x
# 12492;98;25;244;;x
# 12493;99;25;248;;x
# 12494;100;25;232;;x
# 12495;101;25;236;;x
# 12496;102;25;240;;x
# 12497;103;25;244;;x
# 12498;104;25;248;;x
# 12499;105;25;232;;x
# 12500;106;25;236;;x
# 12501;107;25;240;;x
# 12502;108;25;244;;x
# 12503;109;25;248;;x
# 12504;110;25;232;;x
# 12505;111;25;236;;x
# 12506;112;25;240;;x
# 12507;113;25;244;;x
# 12508;114;25;248;;x
# 12509;115;25;232;;x
# 12510;116;25;236;;x
# 12511;117;25;240;;x
# 12512;118;25;244;;x
# 12513;119;25;248;;x
# 12514;120;25;232;;x
# 12515;121;25;236;;x
# 12516;122;25;240;;x
# 12517;123;25;244;;x
# 12518;124;25;248;;x
# 12519;125;25;232;;x
# 12520;126;25;236;;x
# 12521;0;25;240;;x
# 12522;1;25;244;;x
# 12523;2;25;248;;x
# 12524;3;25;232;;x
# 12525;4;25;236;;x
# 12526;5;25;240;;x
# 12527;6;25;244;;x
# 12528;7;25;248;;x
# 12529;8;26;232;;x
# 12530;9;26;236;;x
# 12531;10;26;240;;x
# 12532;11;26;244;;x
# 12533;12;26;248;;x
# 12534;13;26;232;;x
# 12535;14;26;236;;x
# 12536;15;26;240;;x
# 12537;16;26;244;;x
# 12538;17;26;248;;x
# 12539;18;26;232;;x
# 12540;19;26;236;;x
# 12541;20;26;240;;x
# 12542;21;26;244;;x
# 12543;22;26;248;;x
# 12544;23;26;232;;x
# 12545;24;26;236;;x
# 12546;25;26;240;;x
# 12547;26;26;244;;x
# 12548;27;26;248;;x
# 12549;28;26;232;;x
# 12550;29;26;236;;x
# 12551;30;26;240;;x
# 12552;31;26;244;;x
# 12553;32;26;248;;x
# 12554;33;26;232;;x
# 12555;34;26;236;;x
# 12556;35;26;240;;x
# 12557;36;26;244;;x
# 12558;37;26;248;;x
# 12559;38;26;232;;x
# 12560;39;26;236;;x
# 12561;40;26;240;;x
# 12562;41;26;244;;x
# 12563;42;26;248;;x
# 12564;43;26;232;;x
# 12565;44;26;236;;x
# 12566;45;26;240;;x
# 12567;46;26;244;;x
# 12568;47;26;248;;x
# 12569;48;26;232;;x
# 12570;49;26;236;;x
# 12571;50;26;240;;x
# 12572;51;26;244;;x
# 12573;52;26;248;;x
# 12574;53;26;232;;x
# 12575;54;26;236;;x
# 12576;55;26;240;;x
# 12577;56;26;244;;x
# 12578;57;26;248;;x
# 12579;58;26;232;;x
# 12580;59;26;236;;x
# 12581;60;26;240;;x
# 12582;61;26;244;;x
# 12583;62;26;248;;x
# 12584;63;26;232;;x
# 12585;64;26;236;;x
# 12586;65;26;240;;x
# 12587;66;26;244;;x
# 12588;67;26;248;;x
# 12589;68;26;232;;x
# 12590;69;26;236;;x
# 12591;70;26;240;;x
# 12592;71;26;244;;x
# 12593;72;26;248;;x
# 12594;73;26;232;;x
# 12595;74;26;236;;x
# 12596;75;26;240;;x
# 12597;76;26;244;;x
# 12598;77;26;248;;x
# 12599;78;26;232;;x
# 12600;79;26;236;;x
# 12601;80;26;240;;x
# 12602;81;26;244;;x
# 12603;82;26;248;;x
# 12604;83;26;232;;x
# 12605;84;26;236;;x
# 12606;85;26;240;;x
# 12607;86;26;244;;x
# 12608;87;26;248;;x
# 12609;88;26;232;;x
# 12610;89;26;236;;x
# 12611;90;26;240;;x
# 12612;91;26;244;;x
# 12613;92;26;248;;x
# 12614;93;26;232;;x
# 12615;94;26;236;;x
# 12616;95;26;240;;x
# 12617;96;26;244;;x
# 12618;97;26;248;;x
# 12619;98;26;232;;x
# 12620;99;26;236;;x
# 12621;100;26;240;;x
# 12622;101;26;244;;x
# 12623;102;26;248;;x
# 12624;103;26;232;;x
# 12625;104;26;236;;x
# 12626;105;26;240;;x
# 12627;106;26;244;;x
# 12628;107;26;248;;x
# 12629;108;27;232;;x
# 12630;109;27;236;;x
# 12631;110;27;240;;x
# 12632;111;27;244;;x
# 12633;112;27;248;;x
# 12634;113;27;232;;x
# 12635;114;27;236;;x
# 12636;115;27;240;;x
# 12637;116;27;244;;x
# 12638;117;27;248;;x
# 12639;118;27;232;;x
# 12640;119;27;236;;x
# 12641;120;27;240;;x
# 12642;121;27;244;;x
# 12643;122;27;248;;x
# 12644;123;27;232;;x
# 12645;124;27;236;;x
